COMMENT|CLASS
üründen ve satıcıdan çok memnunum. ama bu modeli alırken arıştırdıysanız siyah renginde boya atması sorunuyla karşılaşan insanlar olduğunu okumuşsunuzdur. aynı durum benimde başıma geldi. ürünü aldığım günün ertesi günü kılıf aldım ve kılıftan hiç çıkarmadığım halde hoparlör kısmının orasında 1-1 buçuk ay sonra boyanın attığını gördüm. Apple bunun birçok kişinin de karşılaştığı bir durum olmasına rağmen kabul etmiyor, kullanıcı hatası diyor. o yüzden almadan önce bunu da göz önünde bulundurun.|1
Androidden geçiş yaptım ve keşke daha önceden alsaydım dedim tek eksisi şarj başka bi eksi yanı yok|1
Yaklaşık 4 ay önce aldım çok memnunum. Keşke daha önceden tereddüt etmeden alsaydım. Çok araştırdık sonunda doğru tercihte bulunduk..|1
Kargoyla veya üründe bir sıkıntı olmadı fakat alacak arkadaşlar iphone 7 plus mat modellerinde cihazın arkasında kılıflar leke bırakıyor özellikle slikon kılıflar ve bu lekeler geçmiyor ben lansman kılıfı kullandığım halde leke kaldı garanti hiç bir şekilde kabul etmiyor. Eğer benim gibi titiz biriyseniz bu durum oldukça can sıkıcı...|1
Telefonu 1 yıl önce satmıştım uapamadım tekrar aldım androıd kulanılmıyor yavas hıza alışınca yapamıyosun androıdle|1
Tel paketlenmiş bir Şekil de geldi.beğendim . Garantisini nasıl sorgulatıyorsunuz yardımcı olursanız sevinirim|1
COK GÜZEL ÜRÜN HERKEZ ALABİLİR|1
GELECEK BİZDE SATICISINDAN KARDEŞİME ALDIM. PERŞEMBE SİPARİŞ VERDİK.BUGÜN ELİMİZE ULAŞTI. KARGOLAMA GAYET İYİYDİ. TELEFONU KURDUĞUNUZ AN GARANTİ DEVREYE GİRİYOR. APPLE DAN SORGULAMA YAPINCA GARANTİ BAŞLAMIŞ GÖZÜKÜYOR. FİYATI ZATEN PİYASADAKİ EN UYGUN FİYAT. EMEĞİ GEÇENLERE TEŞEKKÜRLER. HEPSİ BURADA FARKI ZATEN DAHA FAZLA NE SÖYLENEBİLİR Kİ...|1
5 ay önce aldım. sipariş verdikten 1 gün sonra elime ulaştı. sorunsuz bi şekilde kullanıyorum|1
Telefonu anlatmaya bile gerek yokHerşey için teşekkür ederim |1
Ürünümü bugün teslim aldım, alışveriş sonrası mağazayla ilgili internette okuduğum kötü yorumlar beni baya endişelendirmişti ancak sonrasında şirketle de iletişime geçtim, herhangi bir problem yaşamadan ürünüm elime ulaştı, üründe de herhangi bir problem yok, gönül rahatlığıyla alışveriş yapabilirsiniz, teşekkürler hepsiburada ve bittibitiyor..|1
Hızlı kargo güzel paketleme güzel fiyat orjinalin ürün daha ne sayabilirim ki ????|1
Bittibitiyor ,zamanında kargo sorunsuz alışveriş için teşekkürler.|1
bu özelliklerin iki katı yarı fiyatına satılıyor. mikilmel isteyenler buyursun alsın.|0
Gerçekten güzel telefon 2 gün içerisinde getirdiler muhafazalı bi şekilde getirildi telefon herşeyiyle çok güzel alacak kişilere şahsen tavsiye ederim seri numarasından sorgulattım aynı gün başlatmışlar aklınızda kalacak bir soru işaretine ihtimal vermemişler|1
Önceki telefonumda iPhone 5S  'di. iPhone 7 Plus 'a düşünmedengeçtim.. BittiBitiyordan aldım fiyat uygundu. Her şey düzgündü firmaya da kargoya teşekkürler..|1
